session_id,acquisition_cost,time_to_value_seconds,retention_d30,funnel_stage,effort_score,friction_type,churn_reason
SESS_20118,37.81144941232206,289.76685374030257,0,Landing,7,Technical,Bugs
SESS_20119,42.229000382024374,208.89085203166812,0,Activation,8,Pricing,Hard to use
SESS_20120,46.87409072707457,243.1409607520866,0,Onboarding,2,Pricing,Hard to use
SESS_20121,15.53411763333998,542.8511020651384,0,Landing,7,None,Bugs
SESS_20122,35.47593982492569,48.282042493883054,0,Signup,10,Cognitive,Hard to use
SESS_20123,41.454497331857915,479.45220172868557,0,Landing,9,None,Hard to use
SESS_20124,48.31759132111744,76.43844058479942,0,Onboarding,6,None,N/A
SESS_20125,9.278831800499528,407.405282003863,0,Signup,1,Pricing,Hard to use
SESS_20126,19.279556026190562,227.24159522208635,0,Onboarding,3,None,Too expensive
SESS_20127,47.38670727907781,478.20985045206766,0,Landing,1,Cognitive,Hard to use
SESS_20128,21.10521748462627,211.57259314435336,0,Onboarding,8,None,Found alternative
SESS_20129,37.515098351825515,580.0920589650758,1,Landing,4,Cognitive,Too expensive
SESS_20130,24.950413336023768,546.7102894837301,1,Signup,8,Cognitive,Too expensive
SESS_20131,18.751693819724057,440.07496536794156,1,Onboarding,8,Technical,Found alternative
SESS_20132,36.44725165307506,222.77392537219666,0,Onboarding,10,Pricing,Too expensive
SESS_20133,30.915818779359554,404.5709998093984,0,Activation,1,Technical,N/A
SESS_20134,30.709754112247023,323.8535702116004,0,Landing,8,None,Hard to use
SESS_20135,40.8336197993383,564.7885365994555,0,Signup,10,Pricing,Hard to use
SESS_20136,38.36535757508385,36.524532867657655,0,Activation,10,Technical,Found alternative
SESS_20137,47.20687529387528,453.93889913429086,0,Activation,8,Cognitive,Hard to use
SESS_20138,14.343126748371816,278.8373144078417,1,Landing,4,None,Too expensive
SESS_20139,48.396677401037735,457.4560172306382,1,Activation,4,Technical,Found alternative
SESS_20140,6.740591636971143,176.9933043148767,0,Activation,4,Technical,Too expensive
SESS_20141,14.916811278313418,428.9604690956364,0,Landing,5,Pricing,Too expensive
SESS_20142,19.32185586743357,521.1062161408722,0,Signup,1,Pricing,Too expensive
SESS_20143,15.481229507751902,36.32073754596233,0,Landing,9,Cognitive,Found alternative
SESS_20144,34.66990423936231,200.75086661049036,1,Onboarding,3,None,Bugs
SESS_20145,25.972542473881518,416.60089319021995,0,Onboarding,2,Pricing,Hard to use
SESS_20146,9.440544343114729,561.0874848251158,0,Activation,8,Cognitive,Found alternative
SESS_20147,11.291216806552502,470.30633925890993,0,Signup,9,Cognitive,Hard to use
SESS_20148,36.05175010224273,277.6014009016005,0,Landing,7,Pricing,Hard to use
SESS_20149,11.293061340583602,377.52378309114744,0,Paid,7,None,Too expensive
SESS_20150,20.114410838871656,166.78903167094376,1,Landing,2,Pricing,Bugs
SESS_20151,32.62898856101752,459.7304871582574,1,Signup,8,Cognitive,Found alternative
SESS_20152,45.039475084009815,259.89410577004384,0,Landing,9,Technical,Too expensive
SESS_20153,36.456315261744166,468.7742782562591,1,Landing,3,Pricing,Too expensive
SESS_20154,12.186741071171099,120.53562223233654,1,Landing,10,None,Bugs
SESS_20155,41.05682964005821,491.13323833896817,0,Onboarding,3,Pricing,Found alternative
SESS_20156,10.600790232000382,578.5997183372615,0,Onboarding,7,Cognitive,Found alternative
SESS_20157,27.754681891842356,80.4647231000944,0,Activation,8,Technical,Bugs
SESS_20158,5.700496499807707,566.8974043929078,0,Signup,9,Cognitive,Hard to use
SESS_20159,6.321813001034915,486.08874745979057,1,Landing,10,Cognitive,Found alternative
SESS_20160,31.370371706250733,582.5153844167548,0,Landing,10,Technical,Found alternative
SESS_20161,39.55560433344335,434.3164097518027,0,Onboarding,7,Cognitive,Hard to use
SESS_20162,47.474534312643456,463.32080065967585,0,Activation,5,Technical,Too expensive
SESS_20163,22.799606667797498,68.80310949237418,0,Paid,9,None,Found alternative
SESS_20164,7.476429112047679,249.0358310889099,0,Landing,7,Cognitive,Hard to use
SESS_20165,10.050889265080798,461.7707927629363,0,Activation,4,Cognitive,Hard to use
SESS_20166,17.448639226590558,176.8432098431595,0,Landing,2,Cognitive,Bugs
SESS_20167,30.685909099937938,453.2764987689453,0,Landing,6,Cognitive,Hard to use
SESS_20168,35.67651798899927,223.78558156621344,0,Landing,3,Cognitive,N/A
SESS_20169,43.1744258955297,442.40180287360755,0,Signup,3,Cognitive,Found alternative
SESS_20170,36.98649480553901,155.92637470740578,0,Onboarding,7,None,Bugs
SESS_20171,11.99815497328665,225.5374338082171,0,Landing,9,Cognitive,Found alternative
SESS_20172,35.79625440935772,564.4937030173858,0,Signup,4,Pricing,Found alternative
SESS_20173,8.003185421375797,475.2351899196177,0,Signup,6,Cognitive,Too expensive
SESS_20174,49.82567891461592,423.73132486283475,1,Signup,4,Pricing,Too expensive
SESS_20175,49.447280845686485,241.19500847711615,1,Landing,3,Cognitive,Too expensive
SESS_20176,49.556301674870916,104.03035261511566,1,Paid,8,Cognitive,Found alternative
SESS_20177,33.01454877024517,302.0404048860107,1,Paid,6,Cognitive,Too expensive
SESS_20178,49.18793118550788,531.7953881261823,1,Onboarding,6,Technical,N/A
SESS_20179,22.764245362148294,481.05777083161865,1,Signup,3,None,Too expensive
SESS_20180,48.87650300832062,556.4167514893339,1,Landing,6,Pricing,Found alternative
SESS_20181,19.53339861411499,596.3217197953153,1,Landing,7,Pricing,Bugs
SESS_20182,39.621673953428235,171.93413765724017,0,Paid,4,Technical,Too expensive
SESS_20183,31.10080658407348,586.9655851792126,1,Activation,4,Pricing,Bugs
SESS_20184,38.82094744527969,207.7682006719764,0,Signup,6,Pricing,Too expensive
SESS_20185,24.86874220682171,589.7545755847373,1,Signup,7,Cognitive,Bugs
SESS_20186,7.332296435651136,564.0880738601386,0,Signup,5,Pricing,Hard to use
SESS_20187,32.63670172653399,583.7765975795165,1,Signup,6,Pricing,Hard to use
SESS_20188,31.41629160330319,519.1446130313506,0,Landing,2,Pricing,Too expensive
SESS_20189,21.876541505748676,211.06004192225242,1,Activation,10,Pricing,Hard to use
SESS_20190,11.760334041624727,412.3124431029776,1,Landing,10,Pricing,Found alternative
SESS_20191,22.249957634418525,592.1235162234254,1,Landing,3,Pricing,Too expensive
SESS_20192,40.8917368249244,253.27305134192707,0,Landing,4,Cognitive,Too expensive
SESS_20193,47.66225403124595,408.5062777195467,1,Paid,3,Cognitive,Too expensive
SESS_20194,43.723405549397725,46.62156421057391,0,Landing,9,Pricing,Hard to use
SESS_20195,25.98296602453034,521.4411925583595,1,Landing,9,Pricing,Found alternative
SESS_20196,43.3495120872789,299.213415165827,0,Signup,5,Pricing,N/A
SESS_20197,40.89616808806394,113.31313718959548,0,Onboarding,6,Cognitive,Hard to use
SESS_20198,42.14517086154309,566.0092302025192,0,Landing,7,None,Bugs
SESS_20199,37.437467599775154,119.36129519699674,0,Signup,6,Cognitive,Hard to use
SESS_20200,9.265657837371538,279.2093497053497,0,Signup,6,Pricing,Too expensive
SESS_20201,49.940590707064636,510.8358721506737,0,Landing,10,Pricing,Hard to use
SESS_20202,46.35431050459643,597.4414313928633,0,Signup,9,Cognitive,Bugs
SESS_20203,43.02654405761241,262.90643553985046,0,Onboarding,9,Pricing,Found alternative
SESS_20204,17.722238792910186,520.592133191823,1,Landing,7,Cognitive,Too expensive
SESS_20205,40.154974787447586,205.4484204287767,0,Paid,2,None,Hard to use
SESS_20206,38.51632041058479,328.64567116949735,1,Landing,3,Cognitive,Hard to use
SESS_20207,24.69705431451183,169.10728096155765,0,Onboarding,1,Cognitive,Too expensive
SESS_20208,29.755975678474158,429.78633243773004,0,Onboarding,4,Pricing,N/A
SESS_20209,11.319997788283851,95.31379447853081,0,Onboarding,1,Pricing,Found alternative
SESS_20210,45.626625395940415,220.62739845735106,1,Onboarding,7,Cognitive,Hard to use
SESS_20211,38.99642038057567,184.42239443630385,1,Landing,4,Pricing,Too expensive
SESS_20212,47.338946049759976,496.688513877628,0,Onboarding,4,Pricing,Found alternative
SESS_20213,21.788621723677956,286.1315619014235,0,Activation,1,Technical,Found alternative
SESS_20214,43.237916960690086,434.9218991821935,0,Landing,1,Cognitive,Too expensive
SESS_20215,23.236721468706367,173.7129046881031,0,Signup,3,Technical,Hard to use
SESS_20216,38.138130454797036,254.35179690757178,0,Landing,7,None,Too expensive
SESS_20217,40.59828236207137,428.963189076375,0,Signup,10,Cognitive,Found alternative
SESS_20218,19.99208466515983,341.5682001448801,0,Landing,5,Cognitive,N/A
SESS_20219,12.469177288641042,30.339291745343935,0,Signup,5,Cognitive,Hard to use
SESS_20220,12.98334352295861,353.50589294059597,1,Landing,10,Cognitive,Bugs
SESS_20221,23.432980046203685,335.5178001460138,1,Onboarding,3,Pricing,N/A
SESS_20222,43.09639843407464,231.53941213779947,1,Signup,3,Cognitive,Too expensive
SESS_20223,36.05889888392788,113.78735857908632,0,Landing,8,Pricing,Too expensive
SESS_20224,33.24548779974941,308.96191345622213,0,Activation,4,Pricing,N/A
SESS_20225,11.773328364230142,375.50835622728096,0,Paid,6,Cognitive,Hard to use
SESS_20226,26.53171833747021,360.0237836534539,0,Onboarding,9,Technical,Hard to use
SESS_20227,49.016590240342495,31.51243874111968,0,Landing,9,Pricing,Found alternative
SESS_20228,27.260138054471746,278.50480717561567,1,Landing,5,None,Found alternative
SESS_20229,10.046062293594616,576.1398038781638,0,Activation,5,Technical,Found alternative
SESS_20230,15.125938095575998,304.2138493131236,1,Onboarding,9,Cognitive,Hard to use
SESS_20231,35.46451847672454,51.08500900157112,0,Landing,9,Technical,Bugs
SESS_20232,25.578537602056375,143.5699795154576,0,Activation,10,Pricing,Too expensive
SESS_20233,41.16279193259758,555.4345838967287,1,Landing,10,Cognitive,Too expensive
SESS_20234,34.272913408657026,380.0005485719499,0,Paid,1,Cognitive,Hard to use
SESS_20235,48.332893474584154,177.23566341803271,0,Landing,9,Pricing,Too expensive
SESS_20236,48.46438243281973,230.99982355413584,0,Signup,2,None,N/A
SESS_20237,6.078672802706315,359.7758673819438,0,Landing,9,None,N/A
SESS_20238,29.93328473841824,525.648770435158,1,Onboarding,2,Cognitive,Too expensive
SESS_20239,45.42690318783215,237.70524176561565,0,Landing,4,Technical,Hard to use
SESS_20240,27.288791787122566,421.49908472380224,0,Landing,6,None,Bugs
SESS_20241,5.694997596872934,408.0233650802989,0,Signup,3,Pricing,Found alternative
SESS_20242,12.77186342567298,39.169468872130594,1,Onboarding,7,Technical,Found alternative
SESS_20243,29.521602176652422,144.47139453952178,0,Onboarding,4,Cognitive,Found alternative
SESS_20244,35.12135156924514,370.4523559991116,0,Landing,9,Technical,Hard to use
SESS_20245,13.388624651742937,224.88254664379198,0,Onboarding,4,Cognitive,N/A
SESS_20246,41.32604881779531,166.63605393923484,0,Signup,3,Cognitive,Found alternative
SESS_20247,5.213719829517844,498.73384315311307,0,Landing,7,Pricing,Hard to use
SESS_20248,47.86165845643736,483.1957032961485,1,Signup,7,Technical,Hard to use
SESS_20249,6.450346015494109,68.27437870373836,0,Landing,1,Cognitive,Found alternative
SESS_20250,18.460026438833445,573.5081923206715,0,Onboarding,1,Pricing,Found alternative
SESS_20251,37.10146612325541,181.95065865954516,0,Signup,6,Pricing,Hard to use
SESS_20252,21.445905230988952,358.99479943069025,0,Signup,4,Technical,Hard to use
SESS_20253,23.00710418879589,541.7940961483406,1,Landing,5,Cognitive,Hard to use
SESS_20254,14.376395392426279,403.0871072225209,0,Activation,6,Pricing,Found alternative
SESS_20255,29.590927665837516,539.0802988984094,0,Landing,8,Technical,Bugs
SESS_20256,47.00054000922743,315.612120612727,0,Landing,6,Cognitive,Bugs
SESS_20257,20.646137733518025,559.7175578605627,0,Activation,4,Pricing,Found alternative
SESS_20258,45.15932380409854,554.5717319057617,0,Onboarding,7,Pricing,Hard to use
SESS_20259,7.046423298279308,35.16110957031764,1,Activation,9,Pricing,Too expensive
SESS_20260,46.13218897347385,257.12701304986615,1,Landing,3,Cognitive,Found alternative
SESS_20261,18.37669406786661,525.5022308658779,1,Landing,1,Pricing,N/A
SESS_20262,43.93090985603974,45.623274729692554,1,Paid,7,Cognitive,Bugs
SESS_20263,29.236145655055562,353.7027473349686,0,Onboarding,3,Pricing,Bugs
SESS_20264,35.50245241738557,188.88493342826777,1,Onboarding,2,Technical,Found alternative
SESS_20265,19.160265909152358,592.3023593183566,0,Landing,7,Pricing,N/A
SESS_20266,5.335450674348831,219.77079283058055,0,Activation,10,None,Found alternative
SESS_20267,43.45556930737743,513.5302850675619,0,Landing,4,Pricing,Hard to use
SESS_20268,27.85416418102433,591.7514011846923,1,Landing,1,Cognitive,N/A
SESS_20269,29.74852810930183,357.5316028936297,0,Onboarding,2,None,Too expensive
SESS_20270,23.848328346066605,543.7869387045644,0,Onboarding,9,Technical,Found alternative
SESS_20271,46.07121034804857,198.64834322001204,0,Landing,9,Pricing,Too expensive
SESS_20272,24.944800031950013,454.1925725385318,0,Landing,5,Cognitive,Bugs
SESS_20273,20.13085565832178,351.8937869977456,0,Signup,8,Pricing,Too expensive
SESS_20274,44.118346724680634,439.18160316926486,0,Signup,4,Technical,Found alternative
SESS_20275,40.51303211970573,69.34313732625117,1,Onboarding,4,Technical,Too expensive
SESS_20276,42.56337656401094,439.3575272997971,1,Activation,9,Pricing,Too expensive
SESS_20277,12.397526489446937,221.17994199518984,1,Signup,7,Cognitive,Hard to use
SESS_20278,17.25482280281451,135.01390606989384,0,Landing,1,Pricing,Too expensive
SESS_20279,33.71530652993668,383.92784581235753,1,Paid,9,None,Found alternative
SESS_20280,32.56509295925142,312.9164947776223,1,Landing,5,Pricing,Hard to use
SESS_20281,8.234713210086353,210.6107309927183,0,Onboarding,4,Cognitive,Found alternative
SESS_20282,18.412996211765254,232.82312765954217,0,Onboarding,2,None,Too expensive
SESS_20283,23.813030801008,486.3706562284695,0,Paid,7,Cognitive,Too expensive
SESS_20284,45.81248113796371,248.33732289231023,0,Onboarding,3,Pricing,Found alternative
SESS_20285,11.99069522227981,106.36273387325282,0,Paid,7,Cognitive,N/A
SESS_20286,16.464738078355815,366.32894174343795,0,Landing,7,Cognitive,Too expensive
SESS_20287,27.08581205847712,186.02080739351499,0,Activation,6,Cognitive,Bugs
SESS_20288,35.65754021610502,66.17914776553019,0,Activation,10,Pricing,Bugs
SESS_20289,47.9608751879995,576.0373179406669,0,Activation,7,Pricing,Hard to use
SESS_20290,19.155834356587654,594.4686288841319,0,Landing,4,Cognitive,N/A
SESS_20291,46.708378178729674,103.80931862408922,1,Signup,9,Cognitive,Hard to use
SESS_20292,11.755353362000765,461.2605336542498,0,Landing,5,Pricing,Bugs
SESS_20293,31.447571494072104,399.37014588220137,1,Landing,6,Pricing,Hard to use
SESS_20294,30.3904800917919,67.7092668061216,0,Signup,3,Technical,Found alternative
SESS_20295,45.15351820173928,499.8325921622919,1,Onboarding,8,Technical,Too expensive
SESS_20296,36.071274354460016,184.81785295377722,1,Activation,4,Technical,Bugs
SESS_20297,32.17868477323064,79.99117651356045,0,Landing,5,Technical,Hard to use
SESS_20298,12.068805142969536,261.5146559542938,0,Landing,4,Pricing,Found alternative
SESS_20299,10.180565975000778,71.10793287771736,0,Landing,7,Technical,Found alternative
SESS_20300,45.07652940797674,167.83504718421787,0,Signup,10,Cognitive,Too expensive
SESS_20301,25.57499407904392,483.95122791791414,1,Activation,10,Pricing,Too expensive
SESS_20302,23.17493608832254,145.08012478768688,0,Onboarding,6,Cognitive,Too expensive
SESS_20303,17.72676694495147,217.3713356258636,1,Landing,8,Pricing,Too expensive
SESS_20304,21.521261480072514,282.35351490103017,1,Landing,1,Pricing,Too expensive
SESS_20305,26.847980982902158,467.57420038383094,1,Activation,9,Cognitive,Too expensive
SESS_20306,36.02332716903469,107.47263786389252,1,Onboarding,4,Cognitive,Found alternative
SESS_20307,6.401777460115952,236.51792177280484,0,Signup,7,Pricing,Found alternative
SESS_20308,10.2297141006954,238.89094399050015,1,Onboarding,10,Pricing,Too expensive
SESS_20309,19.196737726694437,171.28504998567706,1,Signup,7,Pricing,Hard to use
SESS_20310,10.461061049985002,175.1475751692207,1,Onboarding,10,Cognitive,Hard to use
SESS_20311,7.26647936005655,214.9147408956254,0,Signup,8,Technical,Bugs
SESS_20312,46.44734199305855,202.73485450013644,0,Signup,7,Cognitive,N/A
SESS_20313,29.871417391006567,563.0937061797771,1,Landing,6,None,Bugs
SESS_20314,17.195831231899998,33.73867189098437,0,Landing,4,Cognitive,Hard to use
SESS_20315,48.21671818763174,475.6187798240428,0,Paid,2,Cognitive,Too expensive
SESS_20316,10.019509372352903,391.68586385737143,0,Landing,1,Technical,Bugs
SESS_20317,36.72015900757749,47.194582788343155,0,Landing,8,Technical,Too expensive
SESS_20318,41.00704108916045,214.2506175984307,0,Landing,2,Technical,Too expensive
SESS_20319,48.89037517908693,239.8837484045458,0,Onboarding,1,None,Bugs
SESS_20320,44.63953823811032,71.42391863680233,0,Landing,1,Pricing,Too expensive
SESS_20321,6.462482718470222,589.2960345629413,0,Landing,9,Cognitive,N/A
SESS_20322,17.20689307751212,134.26221054060966,0,Activation,8,Cognitive,Too expensive
SESS_20323,47.104215671806195,183.44674523725732,1,Landing,9,Pricing,Found alternative
SESS_20324,25.53571046722732,261.6107852938286,0,Landing,9,Pricing,Too expensive
SESS_20325,30.243174204910876,315.7616664525868,0,Signup,3,Pricing,Bugs
SESS_20326,9.95947762952979,203.60875022395308,0,Landing,2,Cognitive,Too expensive
SESS_20327,20.412223121895096,238.82972384831905,1,Landing,9,Technical,Found alternative
SESS_20328,18.537797327451333,299.92595348404944,0,Landing,3,Pricing,Too expensive
SESS_20329,16.93711640395484,116.02952139648033,0,Landing,6,Cognitive,N/A
SESS_20330,39.95326573090122,504.72539059126643,0,Paid,7,Cognitive,Found alternative
SESS_20331,24.12206211355898,450.2505425619451,0,Landing,6,Cognitive,Found alternative
SESS_20332,29.013509280423055,266.0568746510156,0,Paid,10,Cognitive,Hard to use
SESS_20333,37.34116115539049,358.41490121382,0,Landing,9,Cognitive,Too expensive
SESS_20334,17.546774738816378,428.44477703502594,1,Onboarding,1,Cognitive,Too expensive
SESS_20335,9.277659826421463,257.94463024561344,1,Activation,7,Cognitive,Found alternative
SESS_20336,15.834709473453733,459.20979409751345,0,Signup,7,None,Bugs
SESS_20337,20.287828497322657,137.09628349145652,0,Landing,9,Cognitive,Found alternative
SESS_20338,44.782012988419226,316.06465630741013,1,Onboarding,2,Cognitive,Hard to use
SESS_20339,44.41513282176267,366.6964612163851,0,Signup,7,Pricing,Found alternative
SESS_20340,29.148180963991695,404.0303909170984,0,Onboarding,8,Cognitive,Found alternative
SESS_20341,38.29323361042533,364.85747609527976,0,Landing,2,Cognitive,Found alternative
SESS_20342,12.002607815145453,300.31838866649167,0,Activation,4,Technical,Bugs
SESS_20343,11.654771919105588,477.83623270049014,0,Activation,1,Cognitive,Found alternative
SESS_20344,29.053448933735883,61.2490094408103,0,Landing,10,Cognitive,Hard to use
SESS_20345,39.64123848474079,346.978820798324,0,Signup,10,Pricing,Found alternative
SESS_20346,39.198843134982376,268.87576909109794,1,Signup,3,Cognitive,Found alternative
SESS_20347,15.620880103155534,214.25574557087165,1,Signup,1,Pricing,Found alternative
SESS_20348,15.109689444004271,463.6221561241327,0,Activation,1,None,Found alternative
SESS_20349,19.462640561803973,153.1993865273347,0,Signup,10,Technical,Bugs
SESS_20350,34.390949008619586,153.95460476053267,0,Activation,10,Technical,Hard to use
SESS_20351,46.5997187159747,146.4783778822781,0,Landing,8,None,Bugs
SESS_20352,33.51798616880642,86.90379773943113,1,Onboarding,10,Cognitive,Hard to use
SESS_20353,37.76645341827698,309.9306761095208,0,Signup,9,Cognitive,Hard to use
SESS_20354,20.60693079452573,133.14661277656413,0,Onboarding,6,Cognitive,Too expensive
SESS_20355,15.319714864149816,538.459130547433,1,Signup,4,Pricing,Too expensive
SESS_20356,11.990421790123417,111.10521197872735,0,Landing,10,Cognitive,Found alternative
SESS_20357,10.381508093293064,92.33340519487928,1,Landing,5,Technical,Too expensive
SESS_20358,43.3087557356143,541.5197996492257,0,Landing,8,Cognitive,Hard to use
SESS_20359,11.033527658701228,503.67879698361816,0,Activation,3,None,Too expensive
SESS_20360,47.29297593461955,425.00677499419334,1,Landing,5,Cognitive,Bugs
SESS_20361,26.601228550322002,496.89609063962445,0,Signup,5,Technical,N/A
SESS_20362,40.73668949996851,358.56737620655224,0,Landing,7,Cognitive,Hard to use
SESS_20363,49.26672190661339,264.9388010332499,0,Onboarding,8,Cognitive,Bugs
SESS_20364,26.790691244328485,427.99565906257203,0,Signup,7,Technical,Bugs
SESS_20365,25.981829119141313,142.6753856062907,1,Landing,1,Cognitive,Hard to use
SESS_20366,38.60015645149139,364.7656280004944,0,Landing,3,Cognitive,N/A
SESS_20367,42.68630244527358,36.02355545706129,0,Landing,6,Pricing,Found alternative
SESS_20368,36.13605834151437,286.1464396811622,0,Signup,5,Cognitive,Too expensive
SESS_20369,33.12629733110267,563.2772098756753,0,Landing,5,Technical,Hard to use
SESS_20370,33.75324885373604,329.78663918030077,0,Landing,4,Technical,Bugs
SESS_20371,42.62775229803692,114.51367752353751,0,Signup,1,Pricing,Too expensive
SESS_20372,9.627312163070284,85.07611038348985,0,Landing,8,Cognitive,Too expensive
SESS_20373,30.489555348923684,207.82661370997067,1,Landing,6,Pricing,Hard to use
SESS_20374,6.876433542757364,355.93237376403437,0,Landing,10,Pricing,Bugs
SESS_20375,18.801956639846466,119.60494602302826,0,Activation,8,Pricing,Bugs
SESS_20376,18.942142998852184,101.41249755479232,0,Onboarding,4,None,N/A
SESS_20377,44.14467902210776,331.41533051226656,0,Onboarding,5,Cognitive,Found alternative
SESS_20378,23.16755091682106,112.13212840455975,1,Activation,5,Cognitive,N/A
SESS_20379,37.72779286246697,378.71045476890157,0,Onboarding,4,None,Bugs
SESS_20380,45.8761625987297,82.10406008994795,0,Onboarding,9,Technical,N/A
SESS_20381,48.80197397572547,77.3360415809747,0,Landing,5,Cognitive,Hard to use
SESS_20382,41.98949535678583,399.82375154197535,0,Signup,4,Cognitive,Too expensive
SESS_20383,13.17018467519145,70.53810051930112,0,Landing,5,Technical,Hard to use
SESS_20384,22.65927734240158,73.64639755911134,1,Paid,6,Cognitive,Bugs
SESS_20385,46.49848388570221,286.8060318827925,1,Landing,3,Pricing,Hard to use
SESS_20386,30.13902634019724,85.56306486716696,0,Signup,1,Cognitive,Too expensive
SESS_20387,30.0796854554832,163.56909117959339,1,Landing,5,Cognitive,Found alternative
SESS_20388,42.47961184490591,337.70950701034633,1,Landing,4,Pricing,Bugs
SESS_20389,14.625209917794344,157.21869129046217,1,Signup,7,None,Found alternative
SESS_20390,43.55184295843298,99.5694580332232,0,Signup,6,None,Bugs
SESS_20391,20.57358990280391,93.42114956700931,0,Landing,5,Technical,Too expensive
SESS_20392,48.09558809413189,92.30831343943969,1,Onboarding,2,Pricing,Found alternative
SESS_20393,25.123338710298018,568.6883166042028,0,Activation,7,Pricing,Too expensive
SESS_20394,10.179250148507109,173.482117077396,0,Activation,9,Cognitive,Too expensive
SESS_20395,6.047212653607938,542.7484278600184,0,Activation,9,None,Hard to use
SESS_20396,36.32056968864838,251.4348122342902,0,Signup,5,Cognitive,Hard to use
SESS_20397,27.029544025379106,265.54520261815446,0,Landing,10,Technical,Hard to use
SESS_20398,10.650165066294017,50.35030924284814,0,Paid,3,Technical,Too expensive
SESS_20399,12.598520375730672,178.5409868087722,0,Landing,1,Technical,Hard to use
SESS_20400,39.25955912117089,428.85801373263695,0,Onboarding,9,Cognitive,Bugs
SESS_20401,14.264885679353606,408.70231300397586,1,Paid,7,Cognitive,Too expensive
SESS_20402,10.719647183306698,278.7799242318288,1,Landing,5,Technical,Bugs
SESS_20403,18.914295536378027,410.5116388157963,1,Landing,6,Pricing,Hard to use
SESS_20404,14.836058059525442,373.1834682301478,0,Onboarding,8,Cognitive,Found alternative
SESS_20405,32.87514353239442,464.330794103749,0,Landing,4,Technical,Hard to use
SESS_20406,35.553055295040465,573.6239706199426,0,Signup,5,Cognitive,Too expensive
SESS_20407,21.407297173868695,384.3799113083033,0,Activation,3,Cognitive,Too expensive
SESS_20408,9.449476338812698,326.68143348736135,1,Landing,2,Cognitive,Bugs
SESS_20409,48.320722032424314,60.67046725331972,0,Landing,4,Cognitive,Found alternative
SESS_20410,41.67544265809983,546.6872013338299,0,Landing,1,Cognitive,Too expensive
SESS_20411,25.334110726333915,469.6567227596085,0,Signup,2,Pricing,Found alternative
SESS_20412,34.8608901640834,495.5450216381006,0,Landing,1,Pricing,Found alternative
SESS_20413,17.408007910451218,67.69150591252806,0,Landing,9,Cognitive,Found alternative
SESS_20414,10.82263765891656,184.4730793230881,0,Landing,5,Pricing,Bugs
SESS_20415,38.499320314606116,298.9370763777034,0,Onboarding,7,Cognitive,Too expensive
SESS_20416,15.717670673155768,79.87566050786322,0,Signup,7,Technical,Too expensive
SESS_20417,37.72045601617271,558.543857911604,0,Activation,5,Cognitive,N/A
SESS_20418,48.7510185362239,344.33888209330337,0,Landing,2,Technical,Bugs
SESS_20419,25.784292928331666,440.51099261119117,0,Signup,4,Technical,Bugs
SESS_20420,6.7191827326040885,368.801377742228,0,Onboarding,2,Technical,Found alternative
SESS_20421,5.1328939988731905,365.87151016592986,0,Onboarding,2,Technical,Too expensive
SESS_20422,38.77364062884715,178.70328024274335,0,Landing,8,Cognitive,Hard to use
SESS_20423,8.377282858772901,322.570690707052,0,Paid,9,Pricing,Bugs
SESS_20424,47.1636522000309,543.887859777427,0,Landing,6,Technical,Too expensive
SESS_20425,13.562712794828487,321.9274679313183,0,Onboarding,4,Pricing,Bugs
SESS_20426,38.86400469544815,593.1537571825347,0,Landing,7,Pricing,Too expensive
SESS_20427,17.098136976833523,536.5771452723275,0,Signup,7,None,Too expensive
SESS_20428,30.351929170607537,425.687579019007,0,Signup,2,Pricing,Found alternative
SESS_20429,18.102772107488686,97.59059936168248,1,Signup,4,Pricing,Too expensive
SESS_20430,31.789510939506993,279.2655048899934,0,Activation,7,Cognitive,Hard to use
SESS_20431,19.634711797373875,490.2642818867676,0,Onboarding,1,Cognitive,Found alternative
SESS_20432,45.08781363249809,544.0209026328697,1,Paid,4,Technical,Found alternative
SESS_20433,8.735584809821201,331.27549342640805,0,Signup,8,Technical,Hard to use
SESS_20434,39.48140225710067,346.0530860509419,1,Activation,6,None,Too expensive
SESS_20435,41.850515886212726,133.26858712723757,0,Onboarding,7,Cognitive,Hard to use
SESS_20436,12.312745643826009,177.79134199464588,1,Landing,4,Pricing,Too expensive
SESS_20437,36.14596728242907,155.04076060023414,0,Onboarding,1,Technical,N/A
SESS_20438,33.431823737415215,302.6158808494654,0,Signup,6,Cognitive,Too expensive
SESS_20439,29.448500962762417,132.19352861011674,0,Signup,3,Cognitive,Too expensive
SESS_20440,27.378298873649495,279.94153160131657,0,Landing,1,Technical,Hard to use
SESS_20441,26.690692773632694,332.4316235542231,0,Landing,4,Cognitive,Too expensive
SESS_20442,33.575340831608145,532.7079844581522,0,Onboarding,4,Technical,Bugs
SESS_20443,47.52145055488336,568.1811354362789,0,Onboarding,6,Cognitive,Hard to use
SESS_20444,30.968349508296733,255.46014417317326,0,Landing,7,Cognitive,Too expensive
SESS_20445,30.085051380982353,112.59366919413307,0,Landing,9,Technical,Too expensive
SESS_20446,21.263468428959335,411.9971127489579,0,Activation,7,Cognitive,Found alternative
SESS_20447,6.634550875001013,114.37219734580368,0,Landing,9,Cognitive,Hard to use
SESS_20448,31.32461902398549,474.66169373111046,0,Landing,6,Cognitive,Bugs
SESS_20449,23.078813014470825,461.07992910496165,1,Signup,2,None,Found alternative
SESS_20450,49.14845417083855,214.59277902153525,0,Landing,2,Pricing,Found alternative
