user_id,retention_d30,login_frequency,habit_score,plan_type,nps_score
USR_25573,0,6,17,Basic,1
USR_25574,0,2,11,Basic,7
USR_25575,1,5,39,Basic,4
USR_25576,1,19,66,Enterprise,4
USR_25577,0,2,57,Enterprise,7
USR_25578,0,4,62,Basic,1
USR_25579,0,7,3,Basic,3
USR_25580,0,19,14,Basic,2
USR_25581,1,4,82,Basic,9
USR_25582,1,9,52,Basic,5
USR_25583,0,2,71,Basic,8
USR_25584,1,15,51,Pro,8
USR_25585,0,17,79,Basic,4
USR_25586,0,16,65,Basic,6
USR_25587,0,1,79,Enterprise,2
USR_25588,0,14,9,Pro,7
USR_25589,1,12,25,Basic,5
USR_25590,0,16,40,Pro,6
USR_25591,0,16,86,Basic,9
USR_25592,1,9,15,Basic,7
USR_25593,0,18,36,Basic,3
USR_25594,1,8,21,Basic,1
USR_25595,0,18,25,Basic,5
USR_25596,0,13,51,Basic,9
USR_25597,0,11,46,Basic,1
USR_25598,0,3,61,Basic,4
USR_25599,1,4,15,Pro,7
USR_25600,0,6,14,Basic,7
USR_25601,0,6,42,Basic,1
USR_25602,0,9,18,Basic,10
USR_25603,0,17,27,Basic,9
USR_25604,0,6,34,Basic,1
USR_25605,0,5,71,Basic,4
USR_25606,1,17,75,Pro,8
USR_25607,0,5,28,Basic,10
USR_25608,0,6,38,Pro,6
USR_25609,0,4,9,Basic,1
USR_25610,1,5,28,Basic,7
USR_25611,1,3,17,Basic,1
USR_25612,1,1,62,Basic,5
USR_25613,1,12,24,Basic,1
USR_25614,0,18,96,Pro,2
USR_25615,1,5,26,Basic,10
USR_25616,1,16,92,Basic,7
USR_25617,1,1,72,Basic,9
USR_25618,1,5,45,Basic,3
USR_25619,1,18,15,Basic,4
USR_25620,0,5,57,Basic,9
USR_25621,0,19,29,Basic,9
USR_25622,0,4,50,Pro,6
USR_25623,0,17,50,Basic,8
USR_25624,1,11,59,Basic,5
USR_25625,1,4,71,Enterprise,9
USR_25626,0,9,2,Enterprise,2
USR_25627,1,9,47,Basic,8
USR_25628,0,11,64,Pro,8
USR_25629,0,18,1,Basic,1
USR_25630,0,16,14,Pro,3
USR_25631,0,5,18,Enterprise,6
USR_25632,0,3,25,Basic,4
USR_25633,1,2,15,Basic,3
USR_25634,0,9,62,Enterprise,6
USR_25635,0,12,39,Basic,8
USR_25636,1,3,46,Basic,10
USR_25637,1,6,30,Basic,6
USR_25638,0,19,73,Enterprise,5
USR_25639,1,9,66,Pro,6
USR_25640,0,19,63,Enterprise,8
USR_25641,0,1,32,Basic,7
USR_25642,0,13,98,Pro,5
USR_25643,1,13,5,Enterprise,9
USR_25644,0,12,69,Basic,5
USR_25645,0,11,11,Basic,10
USR_25646,1,15,26,Basic,2
USR_25647,1,6,29,Basic,8
USR_25648,0,11,13,Basic,10
USR_25649,1,10,84,Basic,8
USR_25650,0,1,10,Pro,5
USR_25651,0,9,13,Basic,8
USR_25652,0,1,84,Enterprise,9
USR_25653,0,7,70,Basic,9
USR_25654,0,2,88,Pro,4
USR_25655,1,5,10,Pro,3
USR_25656,1,11,32,Basic,3
USR_25657,0,9,14,Basic,1
USR_25658,1,13,16,Basic,3
USR_25659,0,15,61,Basic,6
USR_25660,0,19,15,Basic,7
USR_25661,0,8,39,Basic,1
USR_25662,0,18,22,Basic,5
USR_25663,1,10,79,Enterprise,6
USR_25664,0,14,61,Basic,1
USR_25665,1,5,63,Pro,4
USR_25666,0,10,43,Pro,3
USR_25667,0,14,70,Basic,1
USR_25668,0,16,14,Basic,1
USR_25669,1,6,72,Basic,2
USR_25670,0,6,84,Basic,8
USR_25671,1,19,37,Basic,3
USR_25672,0,10,46,Basic,2
USR_25673,0,12,69,Basic,4
USR_25674,0,7,66,Basic,9
USR_25675,0,7,76,Basic,9
USR_25676,0,16,58,Basic,1
USR_25677,0,12,63,Basic,6
USR_25678,0,5,85,Basic,3
USR_25679,1,11,88,Basic,7
USR_25680,0,11,70,Basic,5
USR_25681,1,14,73,Basic,9
USR_25682,1,12,96,Basic,10
USR_25683,0,6,80,Basic,10
USR_25684,0,4,42,Basic,7
USR_25685,0,6,75,Basic,4
USR_25686,0,14,16,Pro,7
USR_25687,1,18,78,Basic,10
USR_25688,0,16,31,Basic,6
USR_25689,1,2,32,Enterprise,10
USR_25690,0,15,58,Basic,2
USR_25691,0,2,97,Basic,10
USR_25692,0,13,73,Pro,8
USR_25693,1,14,48,Basic,2
USR_25694,1,7,49,Basic,4
USR_25695,1,17,26,Pro,1
USR_25696,0,3,60,Basic,4
USR_25697,1,16,71,Enterprise,6
USR_25698,1,4,28,Enterprise,9
USR_25699,0,16,59,Pro,4
USR_25700,1,3,42,Enterprise,6
USR_25701,0,16,90,Basic,2
USR_25702,1,3,99,Basic,7
USR_25703,1,3,3,Pro,3
USR_25704,0,16,37,Basic,4
USR_25705,0,13,70,Basic,8
USR_25706,0,6,79,Basic,5
USR_25707,0,14,20,Pro,2
USR_25708,0,2,76,Enterprise,5
USR_25709,0,8,43,Enterprise,9
USR_25710,0,4,46,Basic,2
USR_25711,1,13,24,Enterprise,3
USR_25712,0,10,10,Basic,6
USR_25713,1,14,5,Basic,2
USR_25714,1,10,92,Basic,2
USR_25715,1,1,17,Basic,8
USR_25716,0,15,37,Pro,1
USR_25717,0,11,34,Basic,9
USR_25718,0,13,28,Enterprise,7
USR_25719,0,19,84,Basic,8
USR_25720,1,7,36,Pro,6
USR_25721,1,10,49,Basic,8
USR_25722,0,18,37,Basic,3
USR_25723,0,1,74,Enterprise,6
USR_25724,0,16,25,Basic,10
USR_25725,1,6,66,Basic,2
USR_25726,1,18,19,Basic,6
USR_25727,1,10,34,Basic,9
USR_25728,0,9,13,Basic,6
USR_25729,0,10,90,Pro,5
USR_25730,0,10,60,Basic,4
USR_25731,1,16,4,Basic,10
USR_25732,1,5,17,Basic,4
USR_25733,1,16,35,Pro,2
USR_25734,1,18,19,Basic,6
USR_25735,0,8,75,Enterprise,3
USR_25736,0,13,96,Basic,3
USR_25737,1,9,87,Enterprise,6
USR_25738,1,11,67,Basic,7
USR_25739,1,8,94,Basic,10
USR_25740,0,10,61,Basic,4
USR_25741,1,12,86,Basic,3
USR_25742,0,11,8,Basic,1
USR_25743,1,15,89,Basic,10
USR_25744,0,16,64,Basic,8
USR_25745,1,13,25,Basic,7
USR_25746,0,10,25,Basic,4
USR_25747,0,16,91,Enterprise,5
USR_25748,0,14,40,Basic,5
USR_25749,0,5,8,Basic,5
USR_25750,0,9,63,Basic,10
USR_25751,0,6,59,Enterprise,4
USR_25752,0,16,42,Basic,1
USR_25753,1,6,23,Basic,10
USR_25754,1,16,30,Basic,8
USR_25755,1,10,41,Enterprise,8
USR_25756,1,11,30,Basic,3
USR_25757,0,19,17,Basic,7
USR_25758,0,6,77,Basic,2
USR_25759,0,3,52,Basic,8
USR_25760,1,18,24,Basic,2
USR_25761,0,5,89,Basic,1
USR_25762,0,10,51,Basic,1
USR_25763,0,14,47,Basic,9
USR_25764,1,2,80,Basic,8
USR_25765,0,18,30,Basic,9
USR_25766,0,18,68,Basic,9
USR_25767,0,6,3,Basic,4
USR_25768,1,11,74,Basic,3
USR_25769,1,15,53,Basic,10
USR_25770,0,9,15,Enterprise,5
USR_25771,0,5,44,Basic,8
USR_25772,0,5,59,Basic,7
USR_25773,1,19,5,Pro,6
USR_25774,0,12,59,Basic,6
USR_25775,0,2,45,Pro,8
USR_25776,0,8,5,Enterprise,3
USR_25777,0,19,41,Basic,6
USR_25778,1,8,50,Basic,1
USR_25779,1,2,6,Basic,2
USR_25780,0,17,60,Basic,8
USR_25781,0,4,6,Basic,9
USR_25782,1,3,4,Basic,2
USR_25783,1,19,82,Basic,4
USR_25784,1,5,57,Pro,2
USR_25785,0,13,90,Basic,4
USR_25786,1,5,14,Basic,1
USR_25787,0,4,27,Basic,2
USR_25788,0,13,84,Basic,9
USR_25789,0,5,53,Pro,5
USR_25790,1,17,23,Basic,4
USR_25791,1,13,53,Basic,3
USR_25792,0,10,49,Basic,6
USR_25793,0,4,8,Pro,6
USR_25794,0,2,52,Basic,9
USR_25795,1,7,5,Pro,2
USR_25796,1,1,55,Basic,4
USR_25797,0,6,57,Basic,2
USR_25798,1,16,61,Basic,2
USR_25799,0,13,18,Basic,6
USR_25800,0,5,87,Basic,4
USR_25801,1,6,73,Basic,6
USR_25802,0,12,43,Enterprise,10
USR_25803,0,10,96,Basic,8
USR_25804,0,4,45,Basic,3
USR_25805,0,14,35,Basic,3
USR_25806,1,10,76,Pro,7
USR_25807,0,8,67,Basic,3
USR_25808,1,10,41,Basic,4
USR_25809,1,16,82,Basic,1
USR_25810,0,15,65,Basic,10
USR_25811,1,10,43,Enterprise,8
USR_25812,0,1,47,Basic,6
USR_25813,0,10,95,Pro,10
USR_25814,0,14,8,Basic,1
USR_25815,0,9,69,Pro,3
USR_25816,1,13,4,Basic,5
USR_25817,0,3,77,Basic,9
USR_25818,1,14,83,Basic,5
USR_25819,0,18,30,Basic,6
USR_25820,0,2,72,Basic,1
USR_25821,0,14,30,Pro,8
USR_25822,1,10,61,Pro,10
USR_25823,0,19,47,Basic,5
USR_25824,0,16,85,Pro,9
USR_25825,0,5,89,Basic,9
USR_25826,0,4,72,Basic,3
USR_25827,1,7,36,Basic,3
USR_25828,0,16,50,Basic,5
USR_25829,1,4,85,Basic,6
USR_25830,0,16,82,Basic,6
USR_25831,1,19,32,Enterprise,2
USR_25832,1,3,59,Basic,8
USR_25833,1,13,37,Basic,3
USR_25834,0,11,49,Basic,3
USR_25835,0,16,7,Basic,8
USR_25836,0,9,32,Pro,3
USR_25837,0,14,75,Basic,6
USR_25838,1,3,73,Basic,4
USR_25839,0,8,41,Basic,1
USR_25840,0,12,50,Basic,3
USR_25841,1,14,83,Basic,8
USR_25842,0,6,2,Pro,8
USR_25843,0,1,31,Basic,8
USR_25844,0,17,16,Basic,5
USR_25845,0,7,4,Basic,6
USR_25846,0,8,26,Pro,4
USR_25847,0,14,63,Pro,2
USR_25848,0,15,41,Basic,4
USR_25849,1,13,33,Pro,9
USR_25850,1,15,39,Basic,4
USR_25851,0,13,55,Basic,1
USR_25852,1,14,88,Pro,10
USR_25853,0,13,23,Basic,8
USR_25854,1,9,64,Pro,2
USR_25855,1,16,98,Basic,1
USR_25856,0,14,78,Basic,5
USR_25857,1,16,45,Basic,10
USR_25858,0,12,26,Basic,5
USR_25859,0,14,28,Basic,6
USR_25860,1,9,54,Basic,4
USR_25861,0,5,36,Basic,6
USR_25862,1,1,86,Enterprise,4
USR_25863,0,12,23,Basic,8
USR_25864,0,9,75,Pro,3
USR_25865,1,9,3,Basic,6
USR_25866,0,10,87,Pro,4
USR_25867,0,9,12,Pro,2
USR_25868,0,10,62,Basic,8
USR_25869,0,17,71,Enterprise,10
USR_25870,0,12,7,Basic,9
USR_25871,0,10,10,Pro,4
USR_25872,1,19,86,Basic,10
USR_25873,0,14,93,Basic,8
USR_25874,1,6,35,Pro,6
USR_25875,1,4,70,Basic,1
USR_25876,0,15,7,Basic,1
USR_25877,0,9,45,Basic,9
USR_25878,0,15,50,Basic,8
USR_25879,0,15,84,Basic,8
USR_25880,0,16,2,Pro,1
USR_25881,0,4,68,Basic,2
USR_25882,0,5,79,Basic,5
USR_25883,1,12,63,Enterprise,6
USR_25884,1,16,66,Basic,6
USR_25885,0,5,62,Basic,10
USR_25886,0,9,95,Basic,4
USR_25887,0,7,78,Basic,2
USR_25888,0,10,85,Basic,10
USR_25889,0,2,54,Basic,10
USR_25890,0,1,94,Enterprise,6
USR_25891,0,3,55,Basic,7
USR_25892,0,14,73,Basic,5
USR_25893,1,2,57,Pro,8
USR_25894,0,5,64,Pro,2
USR_25895,0,5,88,Basic,8
USR_25896,1,2,81,Basic,2
USR_25897,0,11,15,Pro,2
USR_25898,0,1,18,Pro,6
USR_25899,1,4,95,Basic,7
USR_25900,1,14,82,Basic,8
USR_25901,1,5,11,Enterprise,8
USR_25902,1,13,52,Pro,5
USR_25903,1,4,27,Enterprise,6
USR_25904,0,3,38,Basic,4
USR_25905,0,9,93,Pro,2
USR_25906,0,5,74,Basic,3
USR_25907,0,4,55,Pro,3
USR_25908,1,14,56,Basic,5
USR_25909,0,16,73,Basic,2
USR_25910,1,7,91,Enterprise,9
USR_25911,1,6,77,Pro,5
USR_25912,0,1,55,Basic,6
USR_25913,0,6,4,Basic,6
USR_25914,0,10,48,Basic,5
USR_25915,0,13,8,Pro,10
USR_25916,0,13,99,Basic,1
USR_25917,1,19,92,Basic,8
USR_25918,1,13,90,Basic,7
USR_25919,0,15,87,Basic,1
USR_25920,0,13,98,Basic,1
USR_25921,0,1,65,Pro,4
USR_25922,1,2,6,Enterprise,3
USR_25923,0,17,65,Basic,8
USR_25924,0,18,43,Basic,4
USR_25925,1,19,87,Basic,9
USR_25926,1,12,70,Basic,6
USR_25927,1,9,7,Basic,8
USR_25928,0,6,98,Pro,4
USR_25929,0,13,59,Basic,3
USR_25930,1,19,45,Enterprise,9
USR_25931,1,17,19,Basic,4
USR_25932,0,4,88,Basic,2
USR_25933,0,3,76,Basic,9
USR_25934,1,5,58,Basic,3
USR_25935,0,8,70,Basic,1
USR_25936,0,14,61,Basic,7
USR_25937,1,6,51,Pro,2
USR_25938,0,17,49,Enterprise,3
USR_25939,1,14,77,Basic,3
USR_25940,0,6,48,Basic,8
USR_25941,0,7,65,Basic,4
USR_25942,0,9,1,Basic,3
USR_25943,0,9,3,Basic,5
USR_25944,1,6,88,Basic,7
USR_25945,1,7,45,Pro,1
USR_25946,0,14,45,Pro,9
USR_25947,0,12,63,Pro,4
USR_25948,1,18,33,Basic,1
USR_25949,0,1,4,Basic,6
USR_25950,1,6,75,Pro,9
USR_25951,1,7,4,Basic,2
USR_25952,0,7,42,Basic,6
USR_25953,0,14,41,Basic,2
USR_25954,0,10,67,Basic,4
USR_25955,1,18,11,Pro,8
USR_25956,0,13,62,Basic,1
USR_25957,1,9,91,Basic,8
USR_25958,0,7,87,Basic,8
USR_25959,0,16,35,Basic,10
USR_25960,0,11,45,Pro,10
USR_25961,0,16,25,Enterprise,4
USR_25962,0,8,66,Enterprise,8
USR_25963,1,15,91,Basic,9
USR_25964,1,4,66,Basic,4
USR_25965,1,7,73,Basic,3
USR_25966,0,15,6,Basic,2
USR_25967,0,5,48,Basic,2
USR_25968,0,13,22,Basic,8
USR_25969,0,1,63,Pro,9
USR_25970,0,8,53,Basic,5
USR_25971,1,15,38,Basic,10
USR_25972,0,9,71,Pro,1
USR_25973,0,19,80,Basic,2
USR_25974,1,3,46,Basic,1
USR_25975,1,6,21,Basic,9
USR_25976,0,16,78,Basic,9
USR_25977,0,13,40,Pro,8
USR_25978,1,4,91,Basic,8
USR_25979,0,12,86,Enterprise,1
USR_25980,0,5,56,Pro,7
USR_25981,0,12,7,Basic,9
USR_25982,0,18,49,Basic,8
USR_25983,0,16,2,Pro,2
USR_25984,1,13,55,Basic,3
USR_25985,1,12,87,Basic,3
USR_25986,1,10,4,Basic,7
USR_25987,1,2,70,Basic,2
USR_25988,0,8,71,Basic,5
USR_25989,1,14,12,Basic,5
USR_25990,1,7,63,Pro,5
USR_25991,1,6,23,Pro,5
USR_25992,0,14,26,Basic,5
USR_25993,1,13,96,Basic,4
USR_25994,0,18,88,Enterprise,7
USR_25995,0,6,77,Basic,4
USR_25996,1,3,76,Pro,10
USR_25997,0,1,3,Enterprise,9
USR_25998,0,15,53,Pro,8
USR_25999,1,17,85,Enterprise,10
USR_26000,0,15,53,Basic,2
USR_26001,0,9,85,Basic,7
USR_26002,0,13,33,Pro,8
USR_26003,0,5,12,Pro,8
USR_26004,1,5,18,Basic,4
USR_26005,0,4,27,Basic,2
USR_26006,0,5,60,Basic,4
USR_26007,1,3,10,Basic,7
USR_26008,1,2,90,Basic,6
USR_26009,0,4,20,Basic,2
USR_26010,0,15,31,Pro,10
USR_26011,0,2,59,Basic,10
USR_26012,0,6,56,Basic,9
USR_26013,0,16,94,Basic,6
USR_26014,1,13,8,Basic,4
USR_26015,0,1,53,Basic,5
USR_26016,0,19,61,Basic,6
USR_26017,0,16,31,Basic,4
USR_26018,0,14,39,Enterprise,4
USR_26019,0,15,63,Basic,9
USR_26020,0,13,14,Basic,5
USR_26021,0,5,77,Basic,9
USR_26022,1,15,28,Basic,3
USR_26023,0,4,55,Basic,2
USR_26024,1,19,76,Basic,1
USR_26025,0,18,93,Basic,6
USR_26026,0,17,82,Enterprise,4
USR_26027,1,11,93,Pro,8
USR_26028,1,16,29,Basic,1
USR_26029,1,5,96,Basic,7
USR_26030,0,1,37,Pro,1
USR_26031,0,9,14,Pro,3
USR_26032,0,4,19,Basic,3
USR_26033,0,17,75,Pro,4
USR_26034,0,8,60,Basic,6
USR_26035,0,14,69,Basic,4
USR_26036,1,11,9,Basic,1
USR_26037,1,16,11,Enterprise,2
USR_26038,0,1,54,Basic,10
USR_26039,1,5,53,Basic,4
USR_26040,1,8,85,Basic,6
USR_26041,0,2,75,Pro,7
USR_26042,0,3,74,Enterprise,10
USR_26043,0,3,61,Enterprise,7
USR_26044,0,9,22,Basic,4
USR_26045,0,7,60,Pro,6
USR_26046,1,3,81,Basic,9
USR_26047,0,13,66,Basic,8
USR_26048,1,16,68,Basic,3
USR_26049,0,11,46,Basic,10
USR_26050,1,2,96,Enterprise,3
USR_26051,0,7,9,Basic,5
USR_26052,0,11,48,Basic,9
USR_26053,0,9,9,Basic,9
USR_26054,1,1,18,Basic,10
USR_26055,0,17,74,Basic,1
USR_26056,1,17,71,Pro,10
USR_26057,0,8,66,Basic,2
USR_26058,0,5,12,Basic,9
USR_26059,0,3,22,Basic,6
USR_26060,0,13,26,Enterprise,1
USR_26061,0,19,58,Basic,8
USR_26062,0,11,20,Basic,7
USR_26063,0,1,17,Basic,10
USR_26064,0,16,6,Basic,10
USR_26065,1,17,58,Basic,10
USR_26066,0,5,21,Basic,9
USR_26067,0,11,22,Basic,10
USR_26068,1,8,76,Basic,6
USR_26069,0,7,97,Enterprise,9
USR_26070,1,13,24,Basic,2
USR_26071,0,1,19,Basic,7
USR_26072,0,2,76,Basic,5
USR_26073,0,6,81,Basic,2
USR_26074,1,8,17,Basic,5
USR_26075,0,19,48,Basic,2
USR_26076,1,16,86,Basic,3
USR_26077,0,2,40,Basic,5
USR_26078,1,14,42,Pro,6
USR_26079,1,8,96,Basic,5
USR_26080,1,8,9,Basic,3
USR_26081,0,6,52,Basic,4
USR_26082,0,13,12,Pro,1
USR_26083,1,16,96,Enterprise,7
USR_26084,1,2,18,Basic,9
USR_26085,0,13,91,Pro,1
USR_26086,1,19,69,Basic,2
USR_26087,1,17,74,Basic,4
USR_26088,0,10,62,Pro,8
USR_26089,0,5,99,Basic,7
USR_26090,1,7,53,Basic,2
USR_26091,0,10,43,Basic,4
USR_26092,1,19,30,Basic,4
USR_26093,1,3,83,Basic,6
USR_26094,1,14,98,Basic,8
USR_26095,1,18,72,Basic,3
USR_26096,0,17,68,Basic,6
USR_26097,1,19,99,Basic,3
USR_26098,0,9,65,Enterprise,2
USR_26099,1,14,87,Pro,9
USR_26100,0,1,94,Basic,7
USR_26101,1,5,49,Enterprise,5
USR_26102,0,5,90,Basic,5
USR_26103,0,10,46,Pro,3
USR_26104,0,5,90,Basic,5
USR_26105,1,11,43,Basic,10
USR_26106,0,13,42,Pro,6
USR_26107,1,15,95,Basic,4
USR_26108,1,16,76,Basic,6
USR_26109,0,14,10,Basic,8
USR_26110,0,9,92,Enterprise,8
USR_26111,1,12,39,Pro,1
USR_26112,0,1,45,Basic,6
USR_26113,1,8,63,Pro,1
USR_26114,0,14,82,Basic,3
USR_26115,1,1,36,Basic,3
USR_26116,0,10,78,Basic,7
USR_26117,1,15,10,Enterprise,4
USR_26118,0,2,63,Basic,3
USR_26119,1,13,1,Pro,9
USR_26120,1,4,8,Basic,1
USR_26121,0,14,66,Enterprise,2
USR_26122,0,4,9,Basic,2
USR_26123,1,1,44,Basic,2
USR_26124,1,4,40,Basic,8
USR_26125,0,15,36,Basic,3
USR_26126,0,16,84,Pro,8
USR_26127,0,17,41,Basic,4
USR_26128,0,10,33,Basic,7
USR_26129,1,19,94,Basic,2
USR_26130,1,10,34,Pro,5
USR_26131,0,16,91,Basic,9
USR_26132,0,16,72,Basic,5
USR_26133,0,6,54,Pro,6
USR_26134,0,7,62,Basic,8
USR_26135,0,8,85,Pro,5
USR_26136,0,5,64,Basic,8
USR_26137,0,1,42,Pro,2
USR_26138,0,18,81,Basic,5
USR_26139,0,6,23,Basic,10
USR_26140,0,10,23,Basic,4
USR_26141,1,1,49,Basic,5
USR_26142,0,8,30,Basic,4
USR_26143,0,14,14,Basic,6
USR_26144,1,13,98,Basic,8
USR_26145,0,11,88,Pro,4
USR_26146,0,4,77,Basic,2
USR_26147,0,1,56,Basic,5
USR_26148,0,17,90,Basic,9
USR_26149,0,16,68,Basic,3
USR_26150,0,9,93,Pro,5
USR_26151,1,2,42,Basic,9
USR_26152,0,17,2,Basic,4
USR_26153,0,3,99,Enterprise,6
USR_26154,0,1,59,Basic,8
USR_26155,1,16,68,Basic,8
USR_26156,0,2,14,Pro,7
USR_26157,1,3,15,Basic,1
USR_26158,0,3,16,Basic,6
USR_26159,1,14,77,Enterprise,1
USR_26160,1,14,26,Pro,1
USR_26161,1,5,8,Basic,2
USR_26162,1,2,36,Basic,3
USR_26163,0,16,52,Basic,10
USR_26164,0,16,73,Basic,5
USR_26165,0,6,49,Basic,9
USR_26166,1,7,54,Basic,8
USR_26167,1,19,13,Enterprise,1
USR_26168,1,1,22,Basic,2
USR_26169,1,19,18,Basic,7
USR_26170,0,1,56,Basic,7
USR_26171,0,11,76,Basic,8
USR_26172,0,9,34,Basic,5
USR_26173,0,2,99,Pro,3
USR_26174,1,16,18,Basic,10
USR_26175,0,14,43,Enterprise,1
USR_26176,1,10,91,Pro,4
USR_26177,1,4,47,Pro,8
USR_26178,1,16,58,Basic,5
USR_26179,1,5,89,Basic,3
USR_26180,1,13,62,Basic,6
USR_26181,0,19,91,Basic,9
USR_26182,1,9,55,Basic,6
USR_26183,0,13,44,Pro,8
USR_26184,1,6,57,Basic,2
USR_26185,0,7,4,Enterprise,8
USR_26186,1,6,50,Basic,8
USR_26187,1,11,98,Basic,10
USR_26188,0,13,81,Basic,3
USR_26189,0,11,68,Pro,7
USR_26190,0,12,98,Basic,9
USR_26191,1,7,18,Basic,6
USR_26192,1,19,36,Pro,10
USR_26193,0,10,6,Basic,9
USR_26194,0,1,60,Pro,1
USR_26195,1,14,92,Pro,9
USR_26196,0,18,83,Basic,3
USR_26197,0,5,59,Basic,5
USR_26198,1,10,25,Pro,5
USR_26199,0,5,53,Basic,6
USR_26200,0,18,4,Basic,5
USR_26201,0,8,10,Basic,7
USR_26202,0,8,82,Pro,4
USR_26203,1,18,86,Basic,4
USR_26204,0,17,88,Pro,2
USR_26205,1,19,42,Basic,7
USR_26206,1,2,28,Basic,10
USR_26207,0,19,22,Pro,6
USR_26208,1,12,46,Enterprise,5
USR_26209,0,9,83,Pro,3
USR_26210,0,15,14,Basic,3
USR_26211,0,6,59,Enterprise,7
USR_26212,0,8,21,Enterprise,1
USR_26213,1,14,28,Pro,7
USR_26214,1,3,98,Basic,4
USR_26215,0,1,69,Basic,8
USR_26216,0,11,99,Basic,4
USR_26217,0,17,39,Basic,9
USR_26218,1,2,52,Basic,7
USR_26219,0,5,90,Basic,9
USR_26220,0,2,14,Basic,8
USR_26221,0,18,23,Basic,4
USR_26222,1,11,66,Enterprise,5
USR_26223,1,11,84,Basic,9
USR_26224,1,8,83,Basic,10
USR_26225,0,3,49,Basic,6
USR_26226,0,1,13,Basic,6
USR_26227,0,14,32,Basic,9
USR_26228,0,17,43,Basic,8
USR_26229,0,10,11,Basic,2
USR_26230,1,3,91,Basic,9
USR_26231,0,2,20,Basic,9
USR_26232,0,9,7,Basic,6
USR_26233,1,17,38,Basic,2
USR_26234,1,3,19,Pro,5
USR_26235,0,1,44,Basic,5
USR_26236,0,19,9,Enterprise,10
USR_26237,0,17,95,Pro,4
USR_26238,1,6,96,Basic,8
USR_26239,0,16,40,Basic,10
USR_26240,0,16,48,Basic,3
USR_26241,0,11,77,Pro,6
USR_26242,0,9,58,Basic,7
USR_26243,1,5,14,Basic,9
USR_26244,0,18,45,Enterprise,1
USR_26245,0,8,40,Basic,9
USR_26246,0,7,5,Basic,1
USR_26247,0,12,85,Pro,3
USR_26248,0,7,73,Enterprise,4
USR_26249,1,15,98,Basic,8
USR_26250,1,1,29,Basic,8
USR_26251,0,5,82,Basic,8
USR_26252,0,15,70,Pro,9
USR_26253,0,11,18,Basic,2
USR_26254,1,12,19,Basic,10
USR_26255,1,5,96,Enterprise,9
USR_26256,0,11,72,Enterprise,7
USR_26257,0,5,68,Basic,4
USR_26258,0,11,37,Pro,10
USR_26259,1,12,4,Enterprise,3
USR_26260,1,7,33,Enterprise,9
USR_26261,0,8,75,Basic,9
USR_26262,1,13,2,Basic,2
USR_26263,0,3,16,Basic,3
USR_26264,1,12,22,Enterprise,1
USR_26265,0,2,50,Basic,7
USR_26266,1,8,46,Basic,3
USR_26267,1,12,84,Basic,7
USR_26268,0,19,84,Basic,3
USR_26269,1,17,55,Basic,5
USR_26270,1,7,7,Basic,7
USR_26271,0,3,15,Basic,7
USR_26272,0,12,76,Basic,8
USR_26273,0,19,96,Basic,1
USR_26274,1,9,64,Basic,1
USR_26275,0,16,42,Basic,9
USR_26276,0,18,53,Basic,8
USR_26277,1,15,36,Basic,2
USR_26278,0,3,98,Enterprise,4
USR_26279,0,2,75,Pro,5
USR_26280,1,1,11,Basic,7
USR_26281,0,8,74,Pro,1
USR_26282,0,3,59,Pro,6
USR_26283,0,1,15,Basic,8
USR_26284,0,18,36,Basic,2
USR_26285,0,12,62,Pro,9
USR_26286,0,13,87,Pro,2
USR_26287,1,4,40,Basic,8
USR_26288,1,10,89,Basic,1
USR_26289,0,3,5,Basic,8
USR_26290,0,11,76,Basic,9
USR_26291,0,8,37,Basic,5
USR_26292,0,18,21,Basic,9
USR_26293,0,16,33,Basic,10
USR_26294,0,3,53,Pro,2
USR_26295,0,3,43,Enterprise,9
USR_26296,1,6,34,Pro,9
USR_26297,0,13,50,Basic,10
USR_26298,1,11,62,Basic,1
USR_26299,1,14,19,Pro,1
USR_26300,0,17,34,Pro,8
USR_26301,0,12,11,Basic,9
USR_26302,1,12,9,Basic,4
USR_26303,1,17,75,Basic,2
USR_26304,0,4,5,Basic,7
USR_26305,0,3,45,Basic,6
USR_26306,0,18,85,Enterprise,1
USR_26307,0,5,77,Basic,5
USR_26308,0,14,89,Basic,8
USR_26309,1,9,63,Pro,4
USR_26310,1,11,14,Basic,5
USR_26311,1,16,65,Basic,3
USR_26312,1,5,66,Basic,1
USR_26313,0,1,7,Basic,5
USR_26314,1,2,30,Basic,7
USR_26315,1,9,1,Basic,10
USR_26316,0,2,1,Basic,9
USR_26317,0,2,98,Basic,6
USR_26318,0,15,53,Basic,9
USR_26319,0,8,63,Pro,6
USR_26320,0,7,44,Basic,6
USR_26321,1,8,62,Enterprise,4
USR_26322,1,16,52,Basic,8
USR_26323,0,8,5,Basic,9
USR_26324,0,17,18,Basic,4
USR_26325,0,12,9,Basic,6
USR_26326,0,16,50,Basic,10
USR_26327,0,4,82,Basic,8
USR_26328,0,16,6,Pro,3
USR_26329,0,4,25,Basic,1
USR_26330,0,16,88,Basic,5
USR_26331,1,19,87,Basic,9
USR_26332,0,18,60,Basic,7
USR_26333,0,14,41,Basic,7
USR_26334,0,2,1,Basic,2
USR_26335,0,4,24,Pro,10
USR_26336,0,14,76,Pro,2
USR_26337,1,9,97,Basic,10
USR_26338,0,5,81,Basic,8
